frame,servo_angle,speed
0,180,0
1,180,0
2,180,0
3,180,0
4,180,0
5,180,0
6,180,0
7,180,0
8,180,0
9,180,0
10,180,0
11,180,0
12,180,100
13,180,100
14,180,100
15,180,100
16,180,100
17,180,100
18,180,100
19,180,100
20,180,100
21,179.29412841796875,100
22,174.35302734375,100
23,169.41192626953125,100
24,168.7060546875,100
25,168.00018310546875,100
26,167.2943115234375,100
27,166.58843994140625,100
28,165.882568359375,100
29,165.17669677734375,100
30,160.235595703125,100
31,149.64752197265625,100
32,146.1181640625,100
33,144.7064208984375,100
34,144.7064208984375,100
35,144.00054931640625,100
36,144.00054931640625,100
37,143.294677734375,100
38,142.58880615234375,100
39,142.58880615234375,100
40,142.58880615234375,100
41,142.58880615234375,100
42,142.58880615234375,100
43,142.58880615234375,100
44,142.58880615234375,100
45,144.00054931640625,100
46,146.1181640625,100
47,147.5299072265625,100
48,148.941650390625,100
49,150.3533935546875,100
50,150.3533935546875,100
51,150.3533935546875,100
52,150.3533935546875,100
53,150.3533935546875,100
54,148.941650390625,100
55,144.00054931640625,100
56,127.7655029296875,100
57,117.88330078125,100
58,105.1776123046875,100
59,89.6484375,100
60,89.6484375,100
61,89.6484375,100
62,84.70733642578125,100
63,78.3544921875,100
64,78.3544921875,100
65,77.64862060546875,100
66,76.23687744140625,100
67,74.1192626953125,100
68,69.884033203125,100
69,64.237060546875,100
70,63.53118896484375,100
71,65.6488037109375,100
72,89.6484375,100
73,89.6484375,100
74,89.6484375,100
75,89.6484375,100
76,89.6484375,100
77,89.6484375,100
78,89.6484375,100
79,89.6484375,100
80,89.6484375,100
81,89.6484375,100
82,96.7071533203125,100
83,144.7064208984375,100
84,180,100
85,180,100
86,180,100
87,180,100
88,180,100
89,180,100
90,180,100
91,180,100
92,180,100
93,180,100
94,180,100
95,180,100
96,180,100
97,120.00091552734375,100
98,89.6484375,100
99,89.6484375,100
100,89.6484375,100
101,89.6484375,100
102,89.6484375,100
103,89.6484375,100
104,89.6484375,100
105,89.6484375,100
106,89.6484375,100
107,89.6484375,100
108,89.6484375,100
109,89.6484375,100
110,89.6484375,100
111,89.6484375,100
112,89.6484375,100
113,89.6484375,100
114,95.29541015625,100
115,150.3533935546875,100
116,170.82366943359375,100
117,180,100
118,180,100
119,180,100
120,180,100
121,180,100
122,180,100
123,180,100
124,180,100
125,162.35321044921875,100
126,110.11871337890625,100
127,89.6484375,100
128,89.6484375,100
129,89.6484375,100
130,89.6484375,100
131,89.6484375,100
132,89.6484375,100
133,89.6484375,100
134,89.6484375,100
135,89.6484375,100
136,89.6484375,100
137,89.6484375,100
138,89.6484375,100
139,89.6484375,100
140,89.6484375,100
141,89.6484375,100
142,89.6484375,100
143,89.6484375,100
144,89.6484375,100
145,89.6484375,100
146,89.6484375,100
147,89.6484375,100
148,89.6484375,100
149,89.6484375,100
150,89.6484375,100
151,89.6484375,100
152,89.6484375,100
153,89.6484375,100
154,89.6484375,100
155,89.6484375,100
156,89.6484375,100
157,89.6484375,100
158,89.6484375,100
159,89.6484375,100
160,89.6484375,100
161,89.6484375,100
162,89.6484375,100
163,89.6484375,100
164,89.6484375,100
165,89.6484375,100
166,89.6484375,100
167,89.6484375,100
168,89.6484375,100
169,89.6484375,100
170,89.6484375,100
171,89.6484375,100
172,89.6484375,100
173,89.6484375,100
174,89.6484375,100
