frame,servo_angle,speed
0,89.6484375,0
1,89.6484375,0
2,89.6484375,0
3,89.6484375,100
4,89.6484375,100
5,89.6484375,100
6,89.6484375,100
7,89.6484375,100
8,89.6484375,100
9,89.6484375,100
10,89.6484375,100
11,0.00274658203125,100
12,0.00274658203125,100
13,0.00274658203125,100
14,0.00274658203125,100
15,0.00274658203125,100
16,0.00274658203125,100
17,0.00274658203125,100
18,0.00274658203125,100
19,0.00274658203125,100
20,0.00274658203125,100
21,0.00274658203125,100
22,0.00274658203125,100
23,0.00274658203125,100
24,0.00274658203125,100
25,0.00274658203125,100
26,0.00274658203125,100
27,0.00274658203125,100
28,89.6484375,100
29,89.6484375,100
30,89.6484375,100
31,89.6484375,100
32,89.6484375,100
33,89.6484375,100
34,89.6484375,100
35,180,100
36,180,100
37,180,100
38,180,100
39,180,100
40,180,100
41,180,100
42,180,100
43,180,100
44,180,100
45,180,100
46,179.29412841796875,100
47,173.64715576171875,100
48,89.6484375,100
49,89.6484375,100
50,89.6484375,100
51,89.6484375,100
52,89.6484375,100
53,89.6484375,100
54,89.6484375,100
55,89.6484375,100
56,180,100
57,89.6484375,100
58,89.6484375,100
59,89.6484375,100
60,89.6484375,100
61,103.765869140625,100
62,180,100
63,89.6484375,100
64,89.6484375,100
65,89.6484375,100
66,89.6484375,100
67,89.6484375,100
68,89.6484375,100
69,89.6484375,100
70,89.6484375,100
71,89.6484375,100
72,89.6484375,100
73,89.6484375,100
74,89.6484375,100
75,89.6484375,100
76,89.6484375,100
77,89.6484375,100
78,180,100
79,180,100
80,180,100
81,180,100
82,180,100
83,180,100
84,180,100
85,180,100
86,180,100
87,180,100
88,180,100
89,180,100
90,180,100
91,89.6484375,100
92,89.6484375,100
93,89.6484375,100
94,89.6484375,100
