frame,servo_angle,motor_speed
frame_00000.png,85.0,40
frame_00001.png,85.0,40
frame_00002.png,85.0,40
frame_00003.png,85.0,40
frame_00004.png,85.0,40
frame_00005.png,85.0,40
frame_00006.png,85.0,40
frame_00007.png,85.0,40
frame_00008.png,85.0,40
frame_00009.png,85.0,40
frame_00010.png,85.0,40
frame_00011.png,85.0,40
frame_00012.png,85.0,40
frame_00013.png,85.0,40
frame_00014.png,85.0,40
frame_00015.png,85.0,40
frame_00016.png,120.0,40
frame_00017.png,120.0,40
frame_00018.png,120.0,40
frame_00019.png,120.0,40
frame_00020.png,120.0,40
frame_00021.png,120.0,40
frame_00022.png,120.0,40
