frame,servo_angle,motor_speed
frame_00000.png,90.0,0
frame_00001.png,90.0,0
frame_00002.png,90.0,0
frame_00003.png,90.0,0
frame_00004.png,90.0,0
frame_00005.png,88.0859375,0
frame_00006.png,88.0859375,0
frame_00007.png,88.0859375,50
frame_00008.png,88.0859375,51
frame_00009.png,88.0859375,52
frame_00010.png,88.0859375,53
frame_00011.png,88.0859375,54
frame_00012.png,59.6484375,55
frame_00013.png,55.001068115234375,56
frame_00014.png,55.001068115234375,57
frame_00015.png,55.001068115234375,58
frame_00016.png,55.001068115234375,59
frame_00017.png,91.09375,60
frame_00018.png,123.359375,61
frame_00019.png,125,62
frame_00020.png,125,63
frame_00021.png,125,64
frame_00022.png,90.0,65
frame_00023.png,90.0,66
frame_00024.png,90.0,67
frame_00025.png,90.0,68
frame_00026.png,125,69
frame_00027.png,125,70
frame_00028.png,125,71
frame_00029.png,125,72
frame_00030.png,125,73
frame_00031.png,125,74
frame_00032.png,125,75
frame_00033.png,125,76
frame_00034.png,125,77
frame_00035.png,125,78
frame_00036.png,125,79
frame_00037.png,125,80
frame_00038.png,125,81
frame_00039.png,125,82
frame_00040.png,125,83
frame_00041.png,125,84
frame_00042.png,125,85
frame_00043.png,125,86
frame_00044.png,125,87
frame_00045.png,125,88
frame_00046.png,55.001068115234375,89
frame_00047.png,55.001068115234375,90
frame_00048.png,55.001068115234375,91
frame_00049.png,55.001068115234375,92
frame_00050.png,55.001068115234375,93
frame_00051.png,55.001068115234375,94
frame_00052.png,125,95
frame_00053.png,125,96
frame_00054.png,125,97
frame_00055.png,125,98
frame_00056.png,125,99
frame_00057.png,125,100
frame_00058.png,125,100
frame_00059.png,125,100
frame_00060.png,125,100
frame_00061.png,125,100
frame_00062.png,125,100
frame_00063.png,76.6015625,100
frame_00064.png,64.5703125,100
frame_00065.png,55.001068115234375,100
frame_00066.png,55.001068115234375,100
frame_00067.png,55.001068115234375,100
frame_00068.png,55.001068115234375,100
frame_00069.png,55.001068115234375,100
frame_00070.png,55.001068115234375,100
frame_00071.png,55.001068115234375,100
frame_00072.png,55.001068115234375,100
frame_00073.png,125,100
frame_00074.png,125,100
frame_00075.png,125,100
frame_00076.png,125,100
frame_00077.png,125,100
frame_00078.png,125,100
frame_00079.png,125,100
frame_00080.png,125,100
frame_00081.png,117.0703125,100
frame_00082.png,55.001068115234375,100
frame_00083.png,55.001068115234375,100
frame_00084.png,55.001068115234375,100
frame_00085.png,90.0,100
frame_00086.png,90.0,100
frame_00087.png,125,100
frame_00088.png,125,100
frame_00089.png,90.0,100
frame_00090.png,90.0,100
frame_00091.png,55.001068115234375,100
frame_00092.png,55.001068115234375,100
frame_00093.png,55.001068115234375,100
frame_00094.png,55.001068115234375,100
frame_00095.png,55.001068115234375,100
frame_00096.png,55.001068115234375,100
frame_00097.png,55.001068115234375,100
frame_00098.png,55.001068115234375,100
frame_00099.png,55.001068115234375,100
frame_00100.png,55.001068115234375,100
frame_00101.png,55.001068115234375,100
frame_00102.png,90.0,0
frame_00103.png,90.0,0
frame_00104.png,90.0,0
frame_00105.png,90.0,0
frame_00106.png,90.0,0
frame_00107.png,90.0,0
frame_00108.png,90.0,0
frame_00109.png,90.0,0
frame_00110.png,90.0,0
frame_00111.png,90.0,0
frame_00112.png,90.0,0
frame_00113.png,90.0,0
frame_00114.png,90.0,0
frame_00115.png,90.0,0
frame_00116.png,90.0,0
frame_00117.png,90.0,0
frame_00118.png,90.0,0
frame_00119.png,90.0,0
frame_00120.png,90.0,0
frame_00121.png,90.0,0
frame_00122.png,90.0,0
frame_00123.png,90.0,0
frame_00124.png,90.0,0
frame_00125.png,90.0,0
frame_00126.png,90.0,0
frame_00127.png,90.0,0
frame_00128.png,90.0,0
frame_00129.png,90.0,0
frame_00130.png,90.0,0
frame_00131.png,90.0,0
frame_00132.png,90.0,0
frame_00133.png,90.0,0
frame_00134.png,90.0,0
frame_00135.png,90.0,0
frame_00136.png,90.0,0
